Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
andorra,2020,2020-11-04,Day of St Charles Borromeu,Bank holiday,Wednesday,
andorra,2020,2020-12-08,Feast of the Immaculate Conception,National holiday,Tuesday,
andorra,2020,2020-12-21,December Solstice,Season,Monday,
andorra,2020,2020-12-24,Christmas Eve,Bank holiday,Thursday,
andorra,2020,2020-12-25,Christmas Day,National holiday,Friday,
andorra,2020,2020-12-26,Boxing Day,National holiday,Saturday,
andorra,2020,2020-12-31,New Year's Eve (Bank holiday),Bank holiday,Thursday,
angola,2017,2017-01-01,New Year,Public Holiday,Sunday,
angola,2017,2017-02-04,Begin of the Armed Fight for National Liberation,Public Holiday,Saturday,
angola,2017,2017-02-28,Carnival,Public Holiday,Tuesday,
angola,2017,2017-03-08,International Woman's Day,Public Holiday,Wednesday,
angola,2017,2017-03-20,March equinox,Season,Monday,
angola,2017,2017-04-04,Peace Day,Public Holiday,Tuesday,
angola,2017,2017-04-14,Good Friday,Public Holiday,Friday,
angola,2017,2017-05-01,May Day,Public Holiday,Monday,
angola,2017,2017-06-21,June Solstice,Season,Wednesday,
angola,2017,2017-08-23,General Election Day,Public Holiday,Wednesday,
angola,2017,2017-09-17,National Hero Day,Public Holiday,Sunday,
angola,2017,2017-09-22,September equinox,Season,Friday,
angola,2017,2017-11-02,All Souls' Day,Public Holiday,Thursday,
angola,2017,2017-11-11,Independence Day,Public Holiday,Saturday,
angola,2017,2017-12-21,December Solstice,Season,Thursday,
angola,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
angola,2018,2018-01-01,New Year,Public Holiday,Monday,
angola,2018,2018-02-04,Begin of the Armed Fight for National Liberation,Public Holiday,Sunday,
angola,2018,2018-02-13,Carnival,Public Holiday,Tuesday,
angola,2018,2018-03-08,International Woman's Day,Public Holiday,Thursday,
angola,2018,2018-03-20,March equinox,Season,Tuesday,
angola,2018,2018-03-30,Good Friday,Public Holiday,Friday,
angola,2018,2018-04-04,Peace Day,Public Holiday,Wednesday,
angola,2018,2018-05-01,May Day,Public Holiday,Tuesday,
angola,2018,2018-06-21,June Solstice,Season,Thursday,
angola,2018,2018-09-17,National Hero Day,Public Holiday,Monday,
angola,2018,2018-09-23,September equinox,Season,Sunday,
angola,2018,2018-11-02,All Souls' Day,Public Holiday,Friday,
angola,2018,2018-11-11,Independence Day,Public Holiday,Sunday,
angola,2018,2018-12-21,December Solstice,Season,Friday,
angola,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
angola,2019,2019-01-01,New Year,Public Holiday,Tuesday,
angola,2019,2019-02-04,Begin of the Armed Fight for National Liberation,Public Holiday,Monday,
angola,2019,2019-03-05,Carnival,Public Holiday,Tuesday,
angola,2019,2019-03-08,International Woman's Day,Public Holiday,Friday,
angola,2019,2019-03-20,March equinox,Season,Wednesday,
angola,2019,2019-04-04,Peace Day,Public Holiday,Thursday,
angola,2019,2019-04-19,Good Friday,Public Holiday,Friday,
angola,2019,2019-05-01,May Day,Public Holiday,Wednesday,
angola,2019,2019-06-21,June Solstice,Season,Friday,
angola,2019,2019-09-17,National Hero Day,Public Holiday,Tuesday,
angola,2019,2019-09-23,September equinox,Season,Monday,
angola,2019,2019-11-02,All Souls' Day,Public Holiday,Saturday,
angola,2019,2019-11-11,Independence Day,Public Holiday,Monday,
angola,2019,2019-12-22,December Solstice,Season,Sunday,
angola,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
angola,2020,2020-01-01,New Year,Public Holiday,Wednesday,
angola,2020,2020-02-04,Begin of the Armed Fight for National Liberation,Public Holiday,Tuesday,
angola,2020,2020-02-25,Carnival,Public Holiday,Tuesday,
angola,2020,2020-03-08,International Woman's Day,Public Holiday,Sunday,
angola,2020,2020-03-20,March equinox,Season,Friday,
angola,2020,2020-04-04,Peace Day,Public Holiday,Saturday,
angola,2020,2020-04-10,Good Friday,Public Holiday,Friday,
angola,2020,2020-05-01,May Day,Public Holiday,Friday,
angola,2020,2020-06-20,June Solstice,Season,Saturday,
angola,2020,2020-09-17,National Hero Day,Public Holiday,Thursday,
angola,2020,2020-09-22,September equinox,Season,Tuesday,
angola,2020,2020-11-02,All Souls' Day,Public Holiday,Monday,
angola,2020,2020-11-11,Independence Day,Public Holiday,Wednesday,
angola,2020,2020-12-21,December Solstice,Season,Monday,
angola,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
anguilla,2017,2017-01-02,New Year's Day,Public Holiday,Monday,
anguilla,2017,2017-03-02,James Ronald Webster Day,Public Holiday,Thursday,
anguilla,2017,2017-03-20,March equinox,Season,Monday,
anguilla,2017,2017-04-14,Good Friday,Public Holiday,Friday,
anguilla,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
anguilla,2017,2017-05-01,Labor Day / May Day,Public Holiday,Monday,
anguilla,2017,2017-05-30,Anguilla Day,Public Holiday,Tuesday,
anguilla,2017,2017-06-05,Whit Monday,Public Holiday,Monday,
anguilla,2017,2017-06-12,Sovereign's Birthday,Public Holiday,Monday,
anguilla,2017,2017-06-21,June Solstice,Season,Wednesday,
anguilla,2017,2017-08-19,Constitution Day,Public Holiday,Saturday,
anguilla,2017,2017-09-22,September equinox,Season,Friday,
anguilla,2017,2017-12-19,Separation Day,Public Holiday,Tuesday,
anguilla,2017,2017-12-21,December Solstice,Season,Thursday,
anguilla,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
anguilla,2017,2017-12-26,Boxing Day,Public Holiday,Tuesday,
anguilla,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
anguilla,2018,2018-03-02,James Ronald Webster Day,Public Holiday,Friday,
anguilla,2018,2018-03-20,March equinox,Season,Tuesday,
anguilla,2018,2018-03-30,Good Friday,Public Holiday,Friday,
anguilla,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
anguilla,2018,2018-05-01,Labor Day / May Day,Public Holiday,Tuesday,
anguilla,2018,2018-05-21,Whit Monday,Public Holiday,Monday,
anguilla,2018,2018-05-30,Anguilla Day,Public Holiday,Wednesday,
anguilla,2018,2018-06-11,Sovereign's Birthday,Public Holiday,Monday,
anguilla,2018,2018-06-21,June Solstice,Season,Thursday,
anguilla,2018,2018-08-19,Constitution Day,Public Holiday,Sunday,
anguilla,2018,2018-09-23,September equinox,Season,Sunday,
anguilla,2018,2018-12-19,Separation Day,Public Holiday,Wednesday,
anguilla,2018,2018-12-21,December Solstice,Season,Friday,
anguilla,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
anguilla,2018,2018-12-26,Boxing Day,Public Holiday,Wednesday,
anguilla,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
anguilla,2019,2019-03-02,James Ronald Webster Day,Public Holiday,Saturday,
anguilla,2019,2019-03-20,March equinox,Season,Wednesday,
anguilla,2019,2019-04-19,Good Friday,Public Holiday,Friday,
anguilla,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
anguilla,2019,2019-05-01,Labor Day / May Day,Public Holiday,Wednesday,
anguilla,2019,2019-05-30,Anguilla Day,Public Holiday,Thursday,
anguilla,2019,2019-06-10,Whit Monday,Public Holiday,Monday,
anguilla,2019,2019-06-10,Sovereign's Birthday,Public Holiday,Monday,
anguilla,2019,2019-06-21,June Solstice,Season,Friday,
anguilla,2019,2019-08-19,Constitution Day,Public Holiday,Monday,
anguilla,2019,2019-09-23,September equinox,Season,Monday,
anguilla,2019,2019-12-19,Separation Day,Public Holiday,Thursday,
anguilla,2019,2019-12-22,December Solstice,Season,Sunday,
anguilla,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
anguilla,2019,2019-12-26,Boxing Day,Public Holiday,Thursday,
anguilla,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
anguilla,2020,2020-03-02,James Ronald Webster Day,Public Holiday,Monday,
anguilla,2020,2020-03-20,March equinox,Season,Friday,
anguilla,2020,2020-04-10,Good Friday,Public Holiday,Friday,
anguilla,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
anguilla,2020,2020-05-01,Labor Day / May Day,Public Holiday,Friday,
anguilla,2020,2020-05-30,Anguilla Day,Public Holiday,Saturday,
anguilla,2020,2020-06-01,Whit Monday,Public Holiday,Monday,
anguilla,2020,2020-06-08,Sovereign's Birthday,Public Holiday,Monday,
anguilla,2020,2020-06-20,June Solstice,Season,Saturday,
anguilla,2020,2020-08-19,Constitution Day,Public Holiday,Wednesday,
anguilla,2020,2020-09-22,September equinox,Season,Tuesday,
anguilla,2020,2020-12-19,Separation Day,Public Holiday,Saturday,
anguilla,2020,2020-12-21,December Solstice,Season,Monday,
anguilla,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
anguilla,2020,2020-12-26,Boxing Day,Public Holiday,Saturday,
antigua-and-barbuda,2017,2017-01-01,New Year's Day,Public Holiday,Sunday,
antigua-and-barbuda,2017,2017-01-02,New Year's Day observed,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-03-20,March equinox,Season,Monday,
antigua-and-barbuda,2017,2017-04-14,Good Friday,Public Holiday,Friday,
antigua-and-barbuda,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-05-01,Labour Day,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-06-05,Whit Monday,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-06-21,June Solstice,Season,Wednesday,
antigua-and-barbuda,2017,2017-08-07,J'ouvert Morning,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-08-08,Carnival Last Lap,Public Holiday,Tuesday,
antigua-and-barbuda,2017,2017-09-22,September equinox,Season,Friday,
antigua-and-barbuda,2017,2017-11-01,Independence Day,Public Holiday,Wednesday,
antigua-and-barbuda,2017,2017-12-09,National Heroes Day,Public Holiday,Saturday,
antigua-and-barbuda,2017,2017-12-21,December Solstice,Season,Thursday,
antigua-and-barbuda,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
antigua-and-barbuda,2017,2017-12-26,Boxing Day,Public Holiday,Tuesday,
antigua-and-barbuda,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
antigua-and-barbuda,2018,2018-03-20,March equinox,Season,Tuesday,
antigua-and-barbuda,2018,2018-03-30,Good Friday,Public Holiday,Friday,
antigua-and-barbuda,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
antigua-and-barbuda,2018,2018-05-07,Labour Day,Public Holiday,Monday,
antigua-and-barbuda,2018,2018-05-21,Whit Monday,Public Holiday,Monday,
antigua-and-barbuda,2018,2018-06-21,June Solstice,Season,Thursday,
antigua-and-barbuda,2018,2018-09-23,September equinox,Season,Sunday,
antigua-and-barbuda,2018,2018-11-01,Independence Day,Public Holiday,Thursday,
antigua-and-barbuda,2018,2018-12-09,National Heroes Day,Public Holiday,Sunday,
antigua-and-barbuda,2018,2018-12-21,December Solstice,Season,Friday,
antigua-and-barbuda,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
antigua-and-barbuda,2018,2018-12-26,Boxing Day,Public Holiday,Wednesday,
antigua-and-barbuda,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
antigua-and-barbuda,2019,2019-03-20,March equinox,Season,Wednesday,
antigua-and-barbuda,2019,2019-04-19,Good Friday,Public Holiday,Friday,
antigua-and-barbuda,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
antigua-and-barbuda,2019,2019-05-06,Labour Day,Public Holiday,Monday,
antigua-and-barbuda,2019,2019-06-10,Whit Monday,Public Holiday,Monday,
antigua-and-barbuda,2019,2019-06-21,June Solstice,Season,Friday,
antigua-and-barbuda,2019,2019-09-23,September equinox,Season,Monday,
antigua-and-barbuda,2019,2019-11-01,Independence Day,Public Holiday,Friday,
antigua-and-barbuda,2019,2019-12-09,National Heroes Day,Public Holiday,Monday,
antigua-and-barbuda,2019,2019-12-22,December Solstice,Season,Sunday,
antigua-and-barbuda,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
antigua-and-barbuda,2019,2019-12-26,Boxing Day,Public Holiday,Thursday,
antigua-and-barbuda,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
antigua-and-barbuda,2020,2020-03-20,March equinox,Season,Friday,
antigua-and-barbuda,2020,2020-04-10,Good Friday,Public Holiday,Friday,
antigua-and-barbuda,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
antigua-and-barbuda,2020,2020-05-04,Labour Day,Public Holiday,Monday,
antigua-and-barbuda,2020,2020-06-01,Whit Monday,Public Holiday,Monday,
antigua-and-barbuda,2020,2020-06-20,June Solstice,Season,Saturday,
antigua-and-barbuda,2020,2020-09-22,September equinox,Season,Tuesday,
antigua-and-barbuda,2020,2020-11-01,Independence Day,Public Holiday,Sunday,
antigua-and-barbuda,2020,2020-12-09,National Heroes Day,Public Holiday,Wednesday,
antigua-and-barbuda,2020,2020-12-21,December Solstice,Season,Monday,
antigua-and-barbuda,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
antigua-and-barbuda,2020,2020-12-26,Boxing Day,Public Holiday,Saturday,
argentina,2017,2017-01-01,New Year's Day,National holiday,Sunday,
argentina,2017,2017-02-27,Carnival,National holiday,Monday,
argentina,2017,2017-02-28,Carnival/Shrove Tuesday,National holiday,Tuesday,
argentina,2017,2017-03-20,March equinox,Season,Monday,
argentina,2017,2017-03-24,Memorial Day,National holiday,Friday,
argentina,2017,2017-04-02,Day of the Veterans,National holiday,Sunday,
argentina,2017,2017-04-11,First day of Passover,Observance,Tuesday,
argentina,2017,2017-04-13,Maundy Thursday,"National holiday, Christian",Thursday,
argentina,2017,2017-04-14,Good Friday,"National holiday, Christian",Friday,
argentina,2017,2017-04-16,Easter Day,"Observance, Christian",Sunday,
argentina,2017,2017-04-18,Last day of Passover,Observance,Tuesday,
argentina,2017,2017-04-24,Action Day for Tolerance and Respect between People,Observance,Monday,
argentina,2017,2017-05-01,Labor Day / May Day,National holiday,Monday,
argentina,2017,2017-05-25,National Day/May 1810 Revolution,National holiday,Thursday,
argentina,2017,2017-06-17,Commemoration of General Don Mart¨ªn Miguel de G¨¹emes,National holiday,Saturday,
argentina,2017,2017-06-20,Flag Day,National holiday,Tuesday,
argentina,2017,2017-06-21,June Solstice,Season,Wednesday,
argentina,2017,2017-06-25,End of Ramadan,Muslim,Sunday,
argentina,2017,2017-07-09,Independence day,National holiday,Sunday,
argentina,2017,2017-08-21,San Mart¨ªn Day,National holiday,Monday,
argentina,2017,2017-09-02,Eid-al-Adha,Muslim,Saturday,
argentina,2017,2017-09-21,Rosh Hashana,Hebrew,Thursday,
argentina,2017,2017-09-22,September equinox,Season,Friday,
argentina,2017,2017-09-22,Second day of Rosh Hashana,Hebrew,Friday,
argentina,2017,2017-09-22,Muharram/New Year,Muslim,Friday,
argentina,2017,2017-09-30,Yom Kippur,Hebrew,Saturday,
argentina,2017,2017-10-16,Day of respect for cultural diversity,National holiday,Monday,
argentina,2017,2017-11-20,National Sovereignty Day,National holiday,Monday,
argentina,2017,2017-12-08,Feast of the Immaculate Conception,National holiday,Friday,
argentina,2017,2017-12-21,December Solstice,Season,Thursday,
argentina,2017,2017-12-25,Christmas Day,"National holiday, Christian",Monday,
argentina,2017,2017-12-31,New Year's Eve,Observance,Sunday,
argentina,2018,2018-01-01,New Year's Day,National holiday,Monday,
argentina,2018,2018-02-12,Carnival,National holiday,Monday,
argentina,2018,2018-02-13,Carnival/Shrove Tuesday,National holiday,Tuesday,
argentina,2018,2018-03-20,March equinox,Season,Tuesday,
argentina,2018,2018-03-24,Memorial Day,National holiday,Saturday,
argentina,2018,2018-03-29,Maundy Thursday,"National holiday, Christian",Thursday,
argentina,2018,2018-03-30,Good Friday,"National holiday, Christian",Friday,
argentina,2018,2018-03-31,First day of Passover,Observance,Saturday,
argentina,2018,2018-04-01,Easter Day,"Observance, Christian",Sunday,
argentina,2018,2018-04-02,Day of the Veterans,National holiday,Monday,
argentina,2018,2018-04-07,Last day of Passover,Observance,Saturday,
argentina,2018,2018-04-24,Action Day for Tolerance and Respect between People,Observance,Tuesday,
argentina,2018,2018-05-01,Labor Day / May Day,National holiday,Tuesday,
argentina,2018,2018-05-25,National Day/May 1810 Revolution,National holiday,Friday,
argentina,2018,2018-06-14,End of Ramadan,Muslim,Thursday,
argentina,2018,2018-06-17,Commemoration of General Don Mart¨ªn Miguel de G¨¹emes,National holiday,Sunday,
argentina,2018,2018-06-20,Flag Day,National holiday,Wednesday,
argentina,2018,2018-06-21,June Solstice,Season,Thursday,
argentina,2018,2018-07-09,Independence day,National holiday,Monday,
argentina,2018,2018-08-20,San Mart¨ªn Day,National holiday,Monday,
argentina,2018,2018-08-22,Eid-al-Adha,Muslim,Wednesday,
argentina,2018,2018-09-10,Rosh Hashana,Hebrew,Monday,
argentina,2018,2018-09-11,Second day of Rosh Hashana,Hebrew,Tuesday,
argentina,2018,2018-09-12,Muharram/New Year,Muslim,Wednesday,
argentina,2018,2018-09-19,Yom Kippur,Hebrew,Wednesday,
argentina,2018,2018-09-23,September equinox,Season,Sunday,
argentina,2018,2018-10-08,Day of respect for cultural diversity,National holiday,Monday,
argentina,2018,2018-11-26,National Sovereignty Day,National holiday,Monday,
argentina,2018,2018-12-08,Feast of the Immaculate Conception,National holiday,Saturday,
argentina,2018,2018-12-21,December Solstice,Season,Friday,
argentina,2018,2018-12-25,Christmas Day,"National holiday, Christian",Tuesday,
argentina,2018,2018-12-31,New Year's Eve,Observance,Monday,
argentina,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
argentina,2019,2019-03-04,Carnival,National holiday,Monday,
argentina,2019,2019-03-05,Carnival/Shrove Tuesday,National holiday,Tuesday,
argentina,2019,2019-03-20,March equinox,Season,Wednesday,
argentina,2019,2019-03-24,Memorial Day,National holiday,Sunday,
argentina,2019,2019-04-02,Day of the Veterans,National holiday,Tuesday,
argentina,2019,2019-04-18,Maundy Thursday,"National holiday, Christian",Thursday,
argentina,2019,2019-04-19,Good Friday,"National holiday, Christian",Friday,
argentina,2019,2019-04-20,First day of Passover,Observance,Saturday,
